id,trip_duration
id002357,372
id002358,433
id002359,829
id002360,333
id002361,520
id002362,469
id002363,311
id002364,1696
id002365,325
id002366,631
id002367,508
id002368,477
id002369,1221
id002370,457
id002371,635
id002372,687
id002373,316
id002374,433
id002375,480
id002376,453
id002377,1326
id002378,471
id002379,822
id002380,1466
id002381,1186
id002382,815
id002383,611
id002384,1013
id002385,406
id002386,383
id002387,337
id002388,1108
id002389,338
id002390,242
id002391,632
id002392,1003
id002393,1100
id002394,370
id002395,309
id002396,766
id002397,693
id002398,516
id002399,1249
id002400,977
id002401,268
id002402,689
id002403,309
id002404,501
id002405,658
id002406,793
id002407,950
id002408,384
id002409,998
id002410,1697
id002411,1008
id002412,319
id002413,731
id002414,1401
id002415,305
id002416,391
id002417,885
id002418,1190
id002419,695
id002420,696
id002421,639
id002422,389
id002423,1517
id002424,1053
id002425,344
id002426,988
id002427,633
id002428,712
id002429,690
id002430,987
id002431,419
id002432,388
id002433,871
id002434,1457
id002435,380
id002436,548
id002437,277
id002438,1127
id002439,994
id002440,428
id002441,793
id002442,848
id002443,1001
id002444,1185
id002445,1047
id002446,1062
id002447,1626
id002448,548
id002449,813
id002450,1230
id002451,452
id002452,357
id002453,373
id002454,982
id002455,786
id002456,426
id002457,292
id002458,369
id002459,1174
id002460,456
id002461,1427
id002462,606
id002463,1205
id002464,1188
id002465,438
id002466,389
id002467,410
id002468,1355
id002469,276
id002470,309
id002471,670
id002472,503
id002473,311
id002474,326
id002475,420
id002476,630
id002477,511
id002478,308
id002479,333
id002480,1923
id002481,922
id002482,465
id002483,883
id002484,446
id002485,1893
id002486,312
id002487,1139
id002488,476
id002489,1940
id002490,285
id002491,1059
id002492,932
id002493,862
id002494,362
id002495,1263
id002496,538
id002497,597
id002498,228
id002499,289
id002500,869
id002501,274
id002502,321
id002503,357
id002504,722
id002505,852
id002506,897
id002507,827
id002508,355
id002509,945
id002510,368
id002511,344
id002512,1139
id002513,973
id002514,584
id002515,424
id002516,1266
id002517,511
id002518,1448
id002519,1030
id002520,310
id002521,515
id002522,502
id002523,491
id002524,793
id002525,1191
id002526,664
id002527,859
id002528,257
id002529,679
id002530,465
id002531,278
id002532,439
id002533,626
id002534,852
id002535,1017
id002536,849
id002537,710
id002538,362
id002539,661
id002540,536
id002541,781
id002542,357
id002543,432
id002544,318
id002545,735
id002546,703
id002547,636
id002548,804
id002549,941
id002550,596
id002551,673
id002552,626
id002553,635
id002554,568
id002555,554
id002556,877
id002557,755
id002558,905
id002559,908
id002560,899
id002561,323
id002562,694
id002563,1942
id002564,490
id002565,418
id002566,526
id002567,757
id002568,454
id002569,642
id002570,1239
id002571,787
id002572,712
id002573,316
id002574,677
id002575,520
id002576,302
id002577,516
id002578,513
id002579,810
id002580,388
id002581,622
id002582,923
id002583,1108
id002584,1400
id002585,1442
id002586,881
id002587,1644
id002588,665
id002589,1186
id002590,796
id002591,522
id002592,521
id002593,631
id002594,690
id002595,541
id002596,315
id002597,678
id002598,1228
id002599,758
id002600,972
id002601,251
id002602,602
id002603,635
id002604,432
id002605,503
id002606,976
id002607,488
id002608,892
id002609,507
id002610,249
id002611,339
id002612,612
id002613,313
id002614,1179
id002615,475
id002616,356
id002617,447
id002618,507
id002619,621
id002620,272
id002621,693
id002622,487
id002623,992
id002624,643
id002625,1527
id002626,1195
id002627,390
id002628,326
id002629,1413
id002630,479
id002631,875
id002632,674
id002633,963
id002634,312
id002635,618
id002636,704
id002637,500
id002638,1253
id002639,624
id002640,1008
id002641,975
id002642,690
id002643,675
id002644,710
id002645,502
id002646,387
id002647,407
id002648,913
id002649,489
id002650,531
id002651,280
id002652,871
id002653,253
id002654,570
id002655,336
id002656,709
id002657,423
id002658,401
id002659,759
id002660,855
id002661,1004
id002662,730
id002663,649
id002664,391
id002665,1202
id002666,474
id002667,628
id002668,292
id002669,1037
id002670,306
id002671,321
id002672,401
id002673,750
id002674,1125
id002675,344
id002676,613
id002677,724
id002678,987
id002679,706
id002680,779
id002681,970
id002682,592
id002683,341
id002684,380
id002685,313
id002686,897
id002687,1899
id002688,404
id002689,1056
id002690,353
id002691,462
id002692,596
id002693,318
id002694,248
id002695,497
id002696,455
id002697,496
id002698,975
id002699,316
id002700,874
id002701,574
id002702,1900
id002703,682
id002704,775
id002705,385
id002706,412
id002707,1146
id002708,610
id002709,298
id002710,962
id002711,576
id002712,326
id002713,483
id002714,968
id002715,1203
id002716,790
id002717,611
id002718,454
id002719,749
id002720,444
id002721,710
id002722,573
id002723,486
id002724,416
id002725,468
id002726,1299
id002727,550
id002728,747
id002729,313
id002730,1337
id002731,350
id002732,668
id002733,320
id002734,415
id002735,408
id002736,685
id002737,636
id002738,833
id002739,685
id002740,685
id002741,316
id002742,386
id002743,1523
id002744,1404
id002745,320
id002746,917
id002747,639
id002748,878
id002749,516
id002750,1059
id002751,286
id002752,346
id002753,713
id002754,1346
id002755,341
id002756,773
id002757,952
id002758,592
id002759,1428
id002760,680
id002761,949
id002762,606
id002763,724
id002764,277
id002765,357
id002766,636
id002767,280
id002768,683
id002769,450
id002770,563
id002771,521
id002772,1481
id002773,735
id002774,563
id002775,1387
id002776,674
id002777,508
id002778,506
id002779,1307
id002780,353
id002781,417
id002782,686
id002783,361
id002784,512
id002785,1104
id002786,545
id002787,368
id002788,290
id002789,664
id002790,267
id002791,338
id002792,514
id002793,467
id002794,337
id002795,394
id002796,667
id002797,380
id002798,674
id002799,320
id002800,577
id002801,935
id002802,1074
id002803,409
id002804,393
id002805,1156
id002806,276
id002807,545
id002808,298
id002809,313
id002810,476
id002811,355
id002812,458
id002813,887
id002814,836
id002815,489
id002816,922
id002817,1192
id002818,390
id002819,285
id002820,765
id002821,592
id002822,897
id002823,309
id002824,763
id002825,542
id002826,297
id002827,925
id002828,773
id002829,294
id002830,361
id002831,402
id002832,1127
id002833,555
id002834,286
id002835,848
id002836,682
id002837,569
id002838,1304
id002839,548
id002840,686
id002841,984
id002842,458
id002843,284
id002844,371
id002845,833
id002846,1543
id002847,340
id002848,825
id002849,569
id002850,501
id002851,1009
id002852,268
id002853,643
id002854,916
id002855,1161
id002856,1352
id002857,884
id002858,716
id002859,410
id002860,1479
id002861,330
id002862,362
id002863,991
id002864,1700
id002865,559
id002866,645
id002867,1834
id002868,1052
id002869,502
id002870,278
id002871,502
id002872,1516
id002873,838
id002874,1124
id002875,597
id002876,1740
id002877,869
id002878,389
id002879,309
id002880,1073
id002881,487
id002882,837
id002883,316
id002884,451
id002885,963
id002886,900
id002887,534
id002888,349
id002889,573
id002890,521
id002891,1204
id002892,640
id002893,447
id002894,1118
id002895,696
id002896,333
id002897,885
id002898,322
id002899,681
id002900,687
id002901,598
id002902,662
id002903,1212
id002904,286
id002905,985
id002906,288
id002907,283
id002908,299
id002909,284
id002910,800
id002911,270
id002912,1017
id002913,649
id002914,783
id002915,414
id002916,377
id002917,735
id002918,569
id002919,624
id002920,1635
id002921,355
id002922,405
id002923,1808
id002924,592
id002925,364
id002926,1075
id002927,530
id002928,370
id002929,278
id002930,455
id002931,261
id002932,278
id002933,847
id002934,297
id002935,924
id002936,514
id002937,479
id002938,520
id002939,317
id002940,467
id002941,719
id002942,1035
id002943,382
id002944,491
id002945,550
id002946,603
id002947,867
id002948,453
id002949,746
id002950,734
id002951,666
id002952,682
id002953,1346
id002954,541
id002955,627
id002956,848
id002957,983
id002958,1136
id002959,414
id002960,392
id002961,250
id002962,1130
id002963,536
id002964,1671
id002965,835
id002966,369
id002967,1399
id002968,440
id002969,479
id002970,439
id002971,417
id002972,1300
id002973,374
id002974,372
id002975,960
id002976,1144
id002977,911
id002978,534
id002979,1212
id002980,471
id002981,365
id002982,1105
id002983,1009
id002984,1152
id002985,733
id002986,1347
id002987,756
id002988,511
id002989,474
id002990,428
id002991,1697
id002992,764
id002993,577
id002994,1170
id002995,507
id002996,828
id002997,488
id002998,526
id002999,1319
id003000,431
id003001,799
id003002,1226
id003003,284
id003004,505
id003005,800
id003006,1472
id003007,760
id003008,1422
id003009,1036
id003010,447
id003011,504
id003012,632
id003013,1524
id003014,510
id003015,437
id003016,1186
id003017,277
id003018,342
id003019,563
id003020,336
id003021,726
id003022,405
id003023,316
id003024,1129
id003025,1003
id003026,761
id003027,407
id003028,1155
id003029,1353
id003030,705
id003031,465
id003032,392
id003033,1372
id003034,575
id003035,377
id003036,468
id003037,265
id003038,337
id003039,344
id003040,903
id003041,266
id003042,304
id003043,1108
id003044,855
id003045,431
id003046,1067
id003047,294
id003048,397
id003049,285
id003050,1528
id003051,1105
id003052,1424
id003053,679
id003054,845
id003055,797
id003056,287
id003057,473
id003058,642
id003059,949
id003060,423
id003061,533
id003062,704
id003063,265
id003064,297
id003065,1013
id003066,570
id003067,1556
id003068,1180
id003069,526
id003070,861
id003071,478
id003072,617
id003073,633
id003074,386
id003075,1088
id003076,316
id003077,625
id003078,418
id003079,747
id003080,243
id003081,509
id003082,479
id003083,495
id003084,1255
id003085,603
id003086,768
id003087,412
id003088,617
id003089,359
id003090,383
id003091,696
id003092,2095
id003093,437
id003094,903
id003095,1243
id003096,503
id003097,839
id003098,265
id003099,745
id003100,639
id003101,619
id003102,832
id003103,402
id003104,1311
id003105,329
id003106,624
id003107,550
id003108,1678
id003109,553
id003110,495
id003111,324
id003112,851
id003113,697
id003114,789
id003115,600
id003116,731
id003117,324
id003118,734
id003119,690
id003120,886
id003121,425
id003122,567
id003123,435
id003124,495
id003125,739
id003126,1064
id003127,1096
id003128,362
id003129,834
id003130,581
id003131,253
id003132,338
id003133,337
id003134,299
id003135,427
id003136,1194
id003137,601
id003138,519
id003139,1425
id003140,561
id003141,1152
id003142,346
id003143,291
id003144,343
id003145,1112
id003146,367
id003147,776
id003148,826
id003149,402
id003150,354
id003151,656
id003152,637
id003153,494
id003154,1306
id003155,1294
id003156,818
id003157,477
id003158,914
id003159,578
id003160,473
id003161,1862
id003162,359
id003163,643
id003164,504
id003165,918
id003166,880
id003167,321
id003168,1238
id003169,425
id003170,329
id003171,392
id003172,378
id003173,834
id003174,315
id003175,561
id003176,896
id003177,262
id003178,1370
id003179,932
id003180,802
id003181,1395
id003182,474
id003183,339
id003184,1106
id003185,1109
id003186,1599
id003187,560
id003188,757
id003189,868
id003190,1303
id003191,662
id003192,571
id003193,542
id003194,826
id003195,1032
id003196,1581
id003197,411
id003198,702
id003199,632
id003200,428
id003201,629
id003202,1112
id003203,611
id003204,1259
id003205,965
id003206,1614
id003207,851
id003208,945
id003209,1448
id003210,832
id003211,1097
id003212,496
id003213,525
id003214,1300
id003215,1148
id003216,735
id003217,820
id003218,581
id003219,433
id003220,322
id003221,1142
id003222,1164
id003223,307
id003224,731
id003225,468
id003226,530
id003227,875
id003228,543
id003229,982
id003230,1047
id003231,541
id003232,349
id003233,702
id003234,345
id003235,281
id003236,752
id003237,252
id003238,840
id003239,670
id003240,501
id003241,327
id003242,842
id003243,474
id003244,885
id003245,1034
id003246,583
id003247,922
id003248,511
id003249,320
id003250,265
id003251,836
id003252,573
id003253,858
id003254,328
id003255,944
id003256,540
id003257,312
id003258,634
id003259,367
id003260,278
id003261,678
id003262,412
id003263,406
id003264,635
id003265,726
id003266,618
id003267,613
id003268,489
id003269,410
id003270,397
id003271,335
id003272,717
id003273,253
id003274,321
id003275,881
id003276,881
id003277,819
id003278,352
id003279,326
id003280,368
id003281,427
id003282,727
id003283,1242
id003284,642
id003285,649
id003286,314
id003287,681
id003288,888
id003289,256
id003290,356
id003291,895
id003292,352
id003293,285
id003294,256
id003295,355
id003296,301
id003297,545
id003298,489
id003299,397
id003300,490
id003301,402
id003302,1705
id003303,866
id003304,777
id003305,826
id003306,317
id003307,710
id003308,492
id003309,601
id003310,408
id003311,269
id003312,494
id003313,578
id003314,735
id003315,301
id003316,884
id003317,380
id003318,1189
id003319,1080
id003320,722
id003321,352
id003322,773
id003323,361
id003324,678
id003325,398
id003326,411
id003327,655
id003328,486
id003329,718
id003330,601
id003331,946
id003332,664
id003333,1164
id003334,906
id003335,444
id003336,640
id003337,287
id003338,491
id003339,578
id003340,383
id003341,980
id003342,959
id003343,333
id003344,516
id003345,465
id003346,334
id003347,858
id003348,541
id003349,1130
id003350,586
id003351,544
id003352,541
id003353,1045
id003354,917
id003355,1786
id003356,423
id003357,982
id003358,1066
id003359,922
id003360,605
id003361,561
id003362,647
id003363,727
id003364,517
id003365,505
id003366,389
id003367,730
id003368,505
id003369,463
id003370,671
id003371,726
id003372,789
id003373,345
id003374,378
id003375,1307
id003376,892
id003377,731
id003378,290
id003379,533
id003380,1174
id003381,1318
id003382,342
id003383,414
id003384,739
id003385,1466
id003386,986
id003387,677
id003388,1097
id003389,452
id003390,353
id003391,474
id003392,1288
id003393,913
id003394,1127
id003395,1099
id003396,467
id003397,403
id003398,1614
id003399,701
id003400,620
id003401,410
id003402,954
id003403,457
id003404,998
id003405,1080
id003406,1074
id003407,749
id003408,1257
id003409,392
id003410,757
id003411,240
id003412,267
id003413,534
id003414,884
id003415,560
id003416,322
id003417,376
id003418,763
id003419,542
id003420,1088
id003421,892
id003422,319
id003423,620
id003424,1146
id003425,504
id003426,862
id003427,589
id003428,713
id003429,476
id003430,1222
id003431,416
id003432,1073
id003433,498
id003434,1021
id003435,318
id003436,547
id003437,376
id003438,331
id003439,1007
id003440,485
id003441,575
id003442,905
id003443,615
id003444,719
id003445,368
id003446,553
id003447,325
id003448,246
id003449,245
id003450,497
id003451,671
id003452,250
id003453,309
id003454,874
id003455,1890
id003456,927
id003457,638
id003458,563
id003459,772
id003460,299
id003461,388
id003462,310
id003463,801
id003464,305
id003465,519
id003466,630
id003467,263
id003468,659
id003469,512
id003470,939
id003471,1343
id003472,515
id003473,375
id003474,1231
id003475,459
id003476,799
id003477,1129
id003478,1360
id003479,262
id003480,1345
id003481,480
id003482,369
id003483,648
id003484,357
id003485,720
id003486,451
id003487,480
id003488,349
id003489,1789
id003490,561
id003491,772
id003492,767
id003493,894
id003494,478
id003495,299
id003496,433
id003497,920
id003498,1717
id003499,664
id003500,425
id003501,656
id003502,382
id003503,649
id003504,1590
id003505,367
id003506,553
id003507,865
id003508,1424
id003509,1014
id003510,614
id003511,1266
id003512,504
id003513,1020
id003514,1624
id003515,734
id003516,846
id003517,290
id003518,617
id003519,929
id003520,426
id003521,285
id003522,661
id003523,657
id003524,1208
id003525,1343
id003526,854
id003527,1139
id003528,718
id003529,348
id003530,1201
id003531,627
id003532,830
id003533,466
id003534,395
id003535,393
id003536,742
id003537,434
id003538,901
id003539,557
id003540,1318
id003541,366
id003542,636
id003543,329
id003544,646
id003545,983
id003546,491
id003547,357
id003548,335
id003549,573
id003550,793
id003551,1021
id003552,730
id003553,422
id003554,521
id003555,515
id003556,791
id003557,503
id003558,925
id003559,491
id003560,462
id003561,511
id003562,552
id003563,585
id003564,771
id003565,748
id003566,414
id003567,1026
id003568,294
id003569,1008
id003570,342
id003571,837
id003572,662
id003573,281
id003574,445
id003575,546
id003576,949
id003577,656
id003578,745
id003579,310
id003580,651
id003581,783
id003582,331
id003583,479
id003584,1529
id003585,1262
id003586,769
id003587,676
id003588,674
id003589,535
id003590,238
id003591,616
id003592,865
id003593,553
id003594,542
id003595,571
id003596,538
id003597,1182
id003598,1535
id003599,344
id003600,786
id003601,571
id003602,344
id003603,962
id003604,903
id003605,544
id003606,483
id003607,610
id003608,396
id003609,647
id003610,1176
id003611,966
id003612,1014
id003613,483
id003614,485
id003615,317
id003616,1402
id003617,386
id003618,1000
id003619,405
id003620,288
id003621,760
id003622,1109
id003623,842
id003624,964
id003625,619
id003626,350
id003627,501
id003628,890
id003629,722
id003630,1508
id003631,803
id003632,271
id003633,1186
id003634,1487
id003635,1214
id003636,1484
id003637,1103
id003638,658
id003639,280
id003640,461
id003641,475
id003642,967
id003643,331
id003644,410
id003645,767
id003646,858
id003647,285
id003648,601
id003649,642
id003650,701
id003651,833
id003652,457
id003653,271
id003654,687
id003655,586
id003656,419
id003657,761
id003658,491
id003659,611
id003660,1001
id003661,614
id003662,1352
id003663,1389
id003664,323
id003665,429
id003666,668
id003667,566
id003668,386
id003669,1219
id003670,917
id003671,354
id003672,434
id003673,281
id003674,1614
id003675,327
id003676,691
id003677,339
id003678,711
id003679,614
id003680,873
id003681,600
id003682,305
id003683,370
id003684,443
id003685,1646
id003686,1252
id003687,1008
id003688,831
id003689,2118
id003690,717
id003691,452
id003692,420
id003693,414
id003694,1854
id003695,734
id003696,409
id003697,424
id003698,1365
id003699,1582
id003700,418
id003701,804
id003702,415
id003703,338
id003704,641
id003705,576
id003706,887
id003707,1204
id003708,332
id003709,378
id003710,758
id003711,842
id003712,904
id003713,766
id003714,1099
id003715,721
id003716,384
id003717,461
id003718,808
id003719,270
id003720,315
id003721,286
id003722,256
id003723,616
id003724,322
id003725,546
id003726,307
id003727,1728
id003728,513
id003729,690
id003730,588
id003731,765
id003732,1023
id003733,1149
id003734,453
id003735,306
id003736,686
id003737,626
id003738,271
id003739,820
id003740,274
id003741,632
id003742,370
id003743,612
id003744,454
id003745,903
id003746,1199
id003747,1205
id003748,809
id003749,729
id003750,580
id003751,1176
id003752,355
id003753,343
id003754,1215
id003755,459
id003756,886
id003757,625
id003758,685
id003759,303
id003760,1078
id003761,553
id003762,525
id003763,957
id003764,719
id003765,503
id003766,338
id003767,1086
id003768,412
id003769,1226
id003770,316
id003771,272
id003772,308
id003773,439
id003774,1016
id003775,552
id003776,1170
id003777,693
id003778,620
id003779,1035
id003780,1260
id003781,265
id003782,353
id003783,1500
id003784,549
id003785,938
id003786,849
id003787,560
id003788,1401
id003789,1387
id003790,324
id003791,366
id003792,283
id003793,342
id003794,456
id003795,467
id003796,252
id003797,1570
id003798,598
id003799,639
id003800,321
id003801,461
id003802,396
id003803,1567
id003804,284
id003805,682
id003806,296
id003807,386
id003808,550
id003809,345
id003810,1067
id003811,617
id003812,1117
id003813,581
id003814,395
id003815,369
id003816,1978
id003817,835
id003818,620
id003819,1295
id003820,601
id003821,421
id003822,848
id003823,283
id003824,422
id003825,572
id003826,497
id003827,758
id003828,378
id003829,542
id003830,399
id003831,729
id003832,906
id003833,490
id003834,458
id003835,1452
id003836,639
id003837,436
id003838,256
id003839,470
id003840,454
id003841,1294
id003842,1166
id003843,1343
id003844,795
id003845,1002
id003846,506
id003847,282
id003848,377
id003849,1427
id003850,574
id003851,1141
id003852,406
id003853,317
id003854,594
id003855,465
id003856,283
id003857,1321
id003858,1958
id003859,328
id003860,334
id003861,698
id003862,636
id003863,816
id003864,292
id003865,348
id003866,520
id003867,647
id003868,1018
id003869,1338
id003870,475
id003871,518
id003872,1057
id003873,740
id003874,807
id003875,399
id003876,455
id003877,665
id003878,383
id003879,619
id003880,903
id003881,800
id003882,435
id003883,533
id003884,687
id003885,834
id003886,288
id003887,732
id003888,407
id003889,400
id003890,446
id003891,785
id003892,484
id003893,572
id003894,487
id003895,321
id003896,273
id003897,1144
id003898,687
id003899,901
id003900,818
id003901,630
id003902,405
id003903,1524
id003904,882
id003905,1324
id003906,822
id003907,465
id003908,561
id003909,525
id003910,762
id003911,1010
id003912,566
id003913,305
id003914,1017
id003915,339
id003916,474
id003917,380
id003918,1013
id003919,275
id003920,538
id003921,318
id003922,338
id003923,1053
id003924,292
id003925,404
id003926,573
id003927,770
id003928,392
id003929,850
id003930,275
id003931,992
id003932,686
id003933,1727
id003934,258
id003935,1041
id003936,332
id003937,669
id003938,340
id003939,1477
id003940,1001
id003941,1097
id003942,557
id003943,246
id003944,491
id003945,1343
id003946,563
id003947,816
id003948,383
id003949,1083
id003950,350
id003951,259
id003952,520
id003953,804
id003954,739
id003955,579
id003956,889
id003957,1256
id003958,886
id003959,909
id003960,309
id003961,428
id003962,743
id003963,600
id003964,628
id003965,903
id003966,277
id003967,375
id003968,840
id003969,523
id003970,858
id003971,1376
id003972,1656
id003973,463
id003974,266
id003975,629
id003976,620
id003977,735
id003978,1600
id003979,467
id003980,447
id003981,1130
id003982,316
id003983,1020
id003984,1297
id003985,303
id003986,298
id003987,441
id003988,557
id003989,580
id003990,413
id003991,1292
id003992,901
id003993,923
id003994,468
id003995,858
id003996,467
id003997,392
id003998,680
id003999,750
id004000,516
id004001,1538
id004002,404
id004003,587
id004004,1075
id004005,829
id004006,405
id004007,1001
id004008,627
id004009,525
id004010,786
id004011,324
id004012,357
id004013,262
id004014,874
id004015,901
id004016,1061
id004017,414
id004018,322
id004019,393
id004020,669
id004021,529
id004022,454
id004023,364
id004024,746
id004025,400
id004026,654
id004027,430
id004028,966
id004029,874
id004030,772
id004031,331
id004032,330
id004033,675
id004034,316
id004035,888
id004036,991
id004037,1143
id004038,628
id004039,575
id004040,1466
id004041,686
id004042,392
id004043,1100
id004044,1194
id004045,1247
id004046,369
id004047,312
id004048,746
id004049,656
id004050,1070
id004051,576
id004052,410
id004053,470
id004054,368
id004055,371
id004056,1544
id004057,310
id004058,546
id004059,392
id004060,254
id004061,614
id004062,1101
id004063,299
id004064,575
id004065,1422
id004066,510
id004067,324
id004068,786
id004069,631
id004070,421
id004071,299
id004072,1253
id004073,856
id004074,965
id004075,1280
id004076,425
id004077,862
id004078,743
id004079,606
id004080,525
id004081,287
id004082,1263
id004083,336
id004084,673
id004085,498
id004086,586
id004087,372
id004088,1566
id004089,601
id004090,1518
id004091,766
id004092,1544
id004093,395
id004094,612
id004095,435
id004096,931
id004097,606
id004098,914
id004099,473
id004100,718
id004101,601
id004102,1251
id004103,821
id004104,1144
id004105,385
id004106,703
id004107,912
id004108,839
id004109,755
id004110,1278
id004111,522
id004112,468
id004113,312
id004114,266
id004115,281
id004116,498
id004117,873
id004118,986
id004119,1257
id004120,472
id004121,378
id004122,269
id004123,1430
id004124,696
id004125,726
id004126,495
id004127,486
id004128,300
id004129,1074
id004130,337
id004131,506
id004132,1680
id004133,541
id004134,958
id004135,1073
id004136,313
id004137,974
id004138,677
id004139,249
id004140,1355
id004141,329
id004142,289
id004143,481
id004144,604
id004145,1195
id004146,397
id004147,792
id004148,384
id004149,792
id004150,385
id004151,281
id004152,597
id004153,281
id004154,835
id004155,1264
id004156,443
id004157,525
id004158,548
id004159,704
id004160,630
id004161,783
id004162,821
id004163,723
id004164,512
id004165,305
id004166,978
id004167,1081
id004168,242
id004169,912
id004170,342
id004171,502
id004172,1329
id004173,639
id004174,438
id004175,633
id004176,300
id004177,376
id004178,1051
id004179,970
id004180,260
id004181,291
id004182,937
id004183,695
id004184,401
id004185,340
id004186,1742
id004187,598
id004188,464
id004189,316
id004190,442
id004191,859
id004192,336
id004193,293
id004194,471
id004195,811
id004196,970
id004197,1121
id004198,1219
id004199,873
id004200,680
id004201,647
id004202,838
id004203,688
id004204,341
id004205,674
id004206,423
id004207,503
id004208,376
id004209,863
id004210,1187
id004211,1202
id004212,676
id004213,1481
id004214,821
id004215,828
id004216,459
id004217,295
id004218,766
id004219,834
id004220,395
id004221,372
id004222,698
id004223,678
id004224,871
id004225,884
id004226,302
id004227,698
id004228,531
id004229,602
id004230,272
id004231,339
id004232,622
id004233,508
id004234,407
id004235,402
id004236,515
id004237,978
id004238,1176
id004239,628
id004240,291
id004241,456
id004242,2177
id004243,1067
id004244,733
id004245,583
id004246,392
id004247,1254
id004248,677
id004249,773
id004250,685
id004251,477
id004252,1500
id004253,514
id004254,975
id004255,652
id004256,499
id004257,441
id004258,401
id004259,617
id004260,888
id004261,1102
id004262,733
id004263,853
id004264,1250
id004265,703
id004266,903
id004267,1827
id004268,1337
id004269,519
id004270,1064
id004271,599
id004272,634
id004273,837
id004274,1399
id004275,1043
id004276,803
id004277,409
id004278,1455
id004279,904
id004280,303
id004281,372
id004282,447
id004283,512
id004284,497
id004285,346
id004286,401
id004287,583
id004288,1418
id004289,412
id004290,309
id004291,1015
id004292,317
id004293,282
id004294,521
id004295,506
id004296,583
id004297,1384
id004298,539
id004299,359
id004300,1065
id004301,282
id004302,676
id004303,613
id004304,789
id004305,451
id004306,1006
id004307,696
id004308,1074
id004309,409
id004310,329
id004311,375
id004312,385
id004313,347
id004314,400
id004315,446
id004316,997
id004317,1129
id004318,573
id004319,374
id004320,714
id004321,702
id004322,670
id004323,1340
id004324,615
id004325,533
id004326,763
id004327,286
id004328,419
id004329,777
id004330,1067
id004331,267
id004332,518
id004333,775
id004334,883
id004335,363
id004336,414
id004337,731
id004338,662
id004339,956
id004340,729
id004341,463
id004342,877
id004343,1113
id004344,614
id004345,333
id004346,411
id004347,587
id004348,1580
id004349,360
id004350,448
id004351,379
id004352,553
id004353,363
id004354,940
id004355,412
id004356,720
id004357,369
id004358,595
id004359,1073
id004360,245
id004361,1058
id004362,371
id004363,688
id004364,299
id004365,318
id004366,259
id004367,946
id004368,711
id004369,562
id004370,284
id004371,742
id004372,1239
id004373,991
id004374,1166
id004375,413
id004376,595
id004377,310
id004378,304
id004379,635
id004380,410
id004381,639
id004382,975
id004383,1189
id004384,591
id004385,1283
id004386,661
id004387,958
id004388,565
id004389,1500
id004390,857
id004391,270
id004392,728
id004393,1166
id004394,536
id004395,515
id004396,1116
id004397,289
id004398,1152
id004399,664
id004400,1181
id004401,402
id004402,415
id004403,469
id004404,838
id004405,396
id004406,282
id004407,808
id004408,349
id004409,247
id004410,419
id004411,565
id004412,487
id004413,396
id004414,642
id004415,1081
id004416,497
id004417,368
id004418,449
id004419,914
id004420,408
id004421,669
id004422,439
id004423,1040
id004424,277
id004425,340
id004426,460
id004427,1048
id004428,666
id004429,371
id004430,464
id004431,1208
id004432,265
id004433,1141
id004434,1024
id004435,399
id004436,391
id004437,430
id004438,653
id004439,241
id004440,654
id004441,804
id004442,590
id004443,747
id004444,545
id004445,728
id004446,472
id004447,504
id004448,409
id004449,448
id004450,799
id004451,392
id004452,1097
id004453,755
id004454,459
id004455,991
id004456,625
id004457,615
id004458,836
id004459,1923
id004460,489
id004461,1340
id004462,432
id004463,1090
id004464,902
id004465,814
id004466,424
id004467,784
id004468,271
id004469,943
id004470,535
id004471,1116
id004472,302
id004473,301
id004474,721
id004475,868
id004476,842
id004477,593
id004478,834
id004479,1345
id004480,495
id004481,922
id004482,747
id004483,1261
id004484,379
id004485,802
id004486,1242
id004487,692
id004488,805
id004489,354
id004490,658
id004491,354
id004492,598
id004493,280
id004494,1226
id004495,296
id004496,557
id004497,296
id004498,577
id004499,577
id004500,489
id004501,928
id004502,727
id004503,819
id004504,479
id004505,537
id004506,865
id004507,661
id004508,396
id004509,636
id004510,571
id004511,550
id004512,353
id004513,531
id004514,650
id004515,636
id004516,386
id004517,783
id004518,576
id004519,565
id004520,845
id004521,355
id004522,382
id004523,346
id004524,616
id004525,576
id004526,689
id004527,444
id004528,776
id004529,346
id004530,1037
id004531,498
id004532,531
id004533,332
id004534,611
id004535,564
id004536,307
id004537,596
id004538,296
id004539,299
id004540,418
id004541,442
id004542,1281
id004543,646
id004544,395
id004545,737
id004546,402
id004547,312
id004548,744
id004549,331
id004550,433
id004551,277
id004552,408
id004553,719
id004554,1098
id004555,806
id004556,719
id004557,1266
id004558,507
id004559,1108
id004560,1157
id004561,345
id004562,482
id004563,469
id004564,989
id004565,1320
id004566,293
id004567,1014
id004568,266
id004569,448
id004570,1011
id004571,705
id004572,959
id004573,615
id004574,565
id004575,779
id004576,504
id004577,955
id004578,492
id004579,361
id004580,451
id004581,537
id004582,1093
id004583,395
id004584,628
id004585,711
id004586,525
id004587,760
id004588,489
id004589,317
id004590,471
id004591,652
id004592,961
id004593,1498
id004594,300
id004595,848
id004596,721
id004597,1274
id004598,1464
id004599,300
id004600,652
id004601,324
id004602,575
id004603,518
id004604,564
id004605,428
id004606,260
id004607,941
id004608,640
id004609,883
id004610,543
id004611,412
id004612,405
id004613,436
id004614,333
id004615,425
id004616,513
id004617,862
id004618,390
id004619,754
id004620,805
